Auswertung fÃ¼r: V101220_Charakter_Daten.txt
Tenside: V101220 Mn: 618.283774980164 Mw: 709.1621952602341 PDI: 1.1469849670290728 EOGruppen: 6.772744525559491 CO2 Gruppen: 4.435487184900373 CO2 Gehalt: 27.52

Summe XI:0.9999999999992376 Summe WI0.9999999999992376
M/Z Relativ xi xi*Mi ni*MI wi=(ni*Mi)/SUMME(ni*MI) mi*wi
766.57 0.11 2.50888372920341E-5 0.019232350002954583 84.32270000000001 3.110602409641349E-5 0.02384494489158769
766.58 0.01 2.2808033901849184E-6 0.0017484182628479548 7.665800000000001 2.8278572616660342E-6 0.0021677788196479485
766.65 0.0 0.0 0.0 0.0 0.0 0.0
766.69 0.01 2.2808033901849184E-6 0.0017486691512208752 7.666900000000001 2.828263043578924E-6 0.0021684009928815253
766.9 0.01 2.2808033901849184E-6 0.0017491481199328137 7.669 2.8290377181398957E-6 0.002169589026041486
766.99 0.0 0.0 0.0 0.0 0.0 0.0
767.1 0.01 2.2808033901849184E-6 0.0017496042806108508 7.671 2.8297755034360595E-6 0.0021707207886858012
767.14 0.0 0.0 0.0 0.0 0.0 0.0
767.14 0.0 0.0 0.0 0.0 0.0 0.0
767.33 0.01 2.2808033901849184E-6 0.0017501288653905935 7.6733 2.830623956526648E-6 0.0021720226805615928
767.37 0.01 2.2808033901849184E-6 0.001750220097526201 7.6737 2.830771513585881E-6 0.0021722491363803972
767.42 0.07 1.5965623731294428E-5 0.01225233896386997 53.7194 1.981669171936945E-5 0.015207725559278504
767.43 0.0 0.0 0.0 0.0 0.0 0.0
767.46 1.03 2.3492274918904656E-4 0.18029381309262568 790.4838000000001 2.916036622478229E-4 0.2237941466287142
767.47 0.01 2.2808033901849184E-6 0.0017504481778652194 7.6747000000000005 2.8311404062339625E-6 0.002172815327572379
767.48 0.01 2.2808033901849184E-6 0.001750470985899121 7.6748 2.8311772954987707E-6 0.0021728719507493966
767.49 9.79 0.002232906518991035 1.7137334242604294 7513.727099999999 0.002771758686883543 2.1272970745962505
767.5 0.03 6.842410170554754E-6 0.0052515498059007735 23.025 8.49375322208516E-6 0.006518955597950361
767.57 0.3 6.842410170554754E-5 0.05252028774612713 230.27100000000002 8.494527896646133E-5 0.06520144777628673
767.62 0.01 2.2808033901849184E-6 0.001750790298373747 7.676200000000001 2.8316937452060857E-6 0.0021736647526950956
767.64 0.01 2.2808033901849184E-6 0.0017508359144415508 7.6764 2.8317675237357017E-6 0.002173778021920474
767.71 0.0 0.0 0.0 0.0 0.0 0.0
767.78 0.0 0.0 0.0 0.0 0.0 0.0
767.82 0.0 0.0 0.0 0.0 0.0 0.0
767.83 0.0 0.0 0.0 0.0 0.0 0.0
767.99 0.01 2.2808033901849184E-6 0.0017516341956281154 7.6799 2.833058648003988E-6 0.002175760711080583
768.02 0.0 0.0 0.0 0.0 0.0 0.0
768.16 0.0 0.0 0.0 0.0 0.0 0.0
768.23 0.0 0.0 0.0 0.0 0.0 0.0
768.29 0.0 0.0 0.0 0.0 0.0 0.0
768.35 0.01 2.2808033901849184E-6 0.001752455284848582 7.6835 2.834386661537083E-6 0.0021778009913920177
768.39 0.0 0.0 0.0 0.0 0.0 0.0
768.42 0.02 4.561606780369837E-6 0.00350522988217179 15.3684 5.66928977278148E-6 0.004356395647200744
768.45 0.0 0.0 0.0 0.0 0.0 0.0
768.46 0.36 8.210892204665705E-5 0.06309742223597407 276.6456 1.0205252796419903E-4 0.07842328563936839
768.47 0.01 2.2808033901849184E-6 0.0017527289812554042 7.6847 2.834829332714781E-6 0.002178481297311328
768.5 3.73 8.507396645389745E-4 0.653793432198202 2866.505 0.0010574326201899338 0.8126369686159641
768.53 0.01 2.2808033901849184E-6 0.0017528658294588152 7.6853 2.8350506683036303E-6 0.002178821490111389
768.56 0.0 0.0 0.0 0.0 0.0 0.0
768.57 0.01 2.2808033901849184E-6 0.0017529570615944228 7.685700000000001 2.835198225362863E-6 0.002179048300067136
768.58 0.01 2.2808033901849184E-6 0.0017529798696283246 7.6858 2.8352351146276714E-6 0.0021791050044005357
768.62 0.01 2.2808033901849184E-6 0.001753071101763932 7.6862 2.8353826716869043E-6 0.0021793318291119883
768.63 0.13 2.9650444072403936E-5 0.022790220827371838 99.92190000000001 3.6860454292372265E-5 0.028332050982746094
768.69 0.01 2.2808033901849184E-6 0.001753230758001245 7.6869000000000005 2.8356408965405613E-6 0.0021797288007617643
768.7 0.01 2.2808033901849184E-6 0.001753253566035147 7.687 2.8356777858053695E-6 0.0021797855139485877
768.74 0.01 2.2808033901849184E-6 0.001753344798170754 7.6874 2.8358253428646024E-6 0.0021800123740737345
768.76 0.01 2.2808033901849184E-6 0.0017533904142385578 7.6876 2.8358991213942184E-6 0.0021801258085630193
768.82 0.0 0.0 0.0 0.0 0.0 0.0
768.84 0.02 4.561606780369837E-6 0.0035071457570195453 15.376800000000001 5.672388471025369E-6 0.004361159152063145
768.9 0.01 2.2808033901849184E-6 0.0017537097267131838 7.689 2.8364155711015333E-6 0.002180919932619969
769.06 0.02 4.561606780369837E-6 0.0035081493105112264 15.3812 5.6740115986769286E-6 0.0043636553600784785
769.15 0.01 2.2808033901849184E-6 0.00175427992756073 7.6915 2.8373378027217378E-6 0.0021823383709634247
769.21 0.01 2.2808033901849184E-6 0.001754416775764141 7.692100000000001 2.8375591383105874E-6 0.002182678864779887
769.25 0.0 0.0 0.0 0.0 0.0 0.0
769.32 0.0 0.0 0.0 0.0 0.0 0.0
769.33 0.0 0.0 0.0 0.0 0.0 0.0
769.34 0.01 2.2808033901849184E-6 0.0017547132802048651 7.6934000000000005 2.8380386987530938E-6 0.002183416692498705
769.36 0.01 2.2808033901849184E-6 0.0017547588962726689 7.6936 2.8381124772827098E-6 0.0021835302155222254
769.41 0.01 2.2808033901849184E-6 0.001754872936442178 7.6941 2.838296923606751E-6 0.00218381403599227
769.41 0.0 0.0 0.0 0.0 0.0 0.0
769.45 0.05 1.1404016950924591E-5 0.008774820842888926 38.472500000000004 1.419222240332992E-5 0.010920205528242207
769.46 0.09 2.0527230511664263E-5 0.015794882789505183 69.2514 2.5546332329377127E-5 0.019656880874162525
769.49 1.06 2.4176515935960132E-4 0.18603587247561962 815.6594 3.0089075599887293E-4 0.23153242783357272
769.5 0.01 2.2808033901849184E-6 0.0017550782087472946 7.695 2.8386289269900247E-6 0.002184324959318824
769.54 0.01 2.2808033901849184E-6 0.001755169440882902 7.6954 2.838776484049257E-6 0.0021845520555352654
769.56 0.01 2.2808033901849184E-6 0.0017552150569507057 7.6956 2.8388502625788736E-6 0.0021846656080701976
769.58 0.01 2.2808033901849184E-6 0.0017552606730185097 7.6958 2.83892404110849E-6 0.002184779163556272
769.62 0.01 2.2808033901849184E-6 0.0017553519051541169 7.6962 2.839071598167723E-6 0.002185006283381843
769.63 0.07 1.5965623731294428E-5 0.01228762299231613 53.874100000000006 1.987375941202772E-5 0.015295441456278893
769.66 0.0 0.0 0.0 0.0 0.0 0.0
769.68 0.01 2.2808033901849184E-6 0.0017554887533575278 7.6968 2.8392929337565717E-6 0.002185346985253758
769.71 0.0 0.0 0.0 0.0 0.0 0.0
769.79 0.01 2.2808033901849184E-6 0.0017557396417304482 7.6979 2.839698715669462E-6 0.002185971674335195
769.81 0.01 2.2808033901849184E-6 0.0017557852577982519 7.698099999999999 2.839772494199078E-6 0.0021860852637593923
769.89 0.01 2.2808033901849184E-6 0.0017559677220694667 7.6989 2.8400676083175437E-6 0.0021865396509675936
769.92 0.01 2.2808033901849184E-6 0.0017560361461711723 7.699199999999999 2.8401782761119683E-6 0.0021867100583441265
769.94 0.0 0.0 0.0 0.0 0.0 0.0
769.97 0.01 2.2808033901849184E-6 0.0017561501863406818 7.699700000000001 2.84036272243601E-6 0.0021869940853940545
770.0 0.01 2.2808033901849184E-6 0.001756218610442387 7.7 2.840473390230434E-6 0.0021871645104774343
770.04 0.01 2.2808033901849184E-6 0.0017563098425779945 7.7004 2.8406209472896665E-6 0.0021873917542509346
770.13 0.01 2.2808033901849184E-6 0.0017565151148831112 7.7013 2.8409529506729404E-6 0.0021879030959017515
770.28 0.0 0.0 0.0 0.0 0.0 0.0
770.32 0.0 0.0 0.0 0.0 0.0 0.0
770.36 0.0 0.0 0.0 0.0 0.0 0.0
770.38 0.0 0.0 0.0 0.0 0.0 0.0
770.41 0.01 2.2808033901849184E-6 0.001757153739832363 7.7040999999999995 2.8419858500875694E-6 0.0021894943187659643
770.44 0.0 0.0 0.0 0.0 0.0 0.0
770.45 0.0 0.0 0.0 0.0 0.0 0.0
770.46 0.02 4.561606780369837E-6 0.0035145355600037444 15.4092 5.684340592823221E-6 0.004379557053146579
770.47 0.01 2.2808033901849184E-6 0.001757290588035774 7.704700000000001 2.842207185676419E-6 0.002189835370348111
770.49 0.12 2.7369640682219017E-5 0.02108803444924293 92.4588 3.410737157047242E-5 0.026279388721333296
770.5 0.01 2.2808033901849184E-6 0.0017573590121374796 7.705 2.8423178534708433E-6 0.0021900059060992847
770.52 0.01 2.2808033901849184E-6 0.0017574046282052833 7.7052 2.8423916320004593E-6 0.0021901196002889938
770.54 0.0 0.0 0.0 0.0 0.0 0.0
770.56 0.01 2.2808033901849184E-6 0.0017574958603408905 7.7056 2.842539189059692E-6 0.002190346997521836
770.63 0.01 2.2808033901849184E-6 0.0017576555165782037 7.7063 2.8427974139133496E-6 0.0021907449710840445
770.65 0.01 2.2808033901849184E-6 0.0017577011326460072 7.7065 2.842871192442966E-6 0.002190858684456172
770.66 0.01 2.2808033901849184E-6 0.001757723940679909 7.7066 2.8429080817077743E-6 0.002190915542248913
770.71 0.0 0.0 0.0 0.0 0.0 0.0
770.84 0.01 2.2808033901849184E-6 0.0017581344852901424 7.7084 2.8435720884743217E-6 0.0021919391086795462
770.85 0.0 0.0 0.0 0.0 0.0 0.0
770.88 0.01 2.2808033901849184E-6 0.0017582257174257499 7.7088 2.8437196455335545E-6 0.0021921666003489066
770.92 0.01 2.2808033901849184E-6 0.001758316949561357 7.7092 2.843867202592787E-6 0.0021923941038228313
770.96 0.0 0.0 0.0 0.0 0.0 0.0
771.0 0.0 0.0 0.0 0.0 0.0 0.0
771.04 0.01 2.2808033901849184E-6 0.0017585906459681793 7.7104 2.8443098737704855E-6 0.002193076685071995
771.06 0.0 0.0 0.0 0.0 0.0 0.0
771.12 0.0 0.0 0.0 0.0 0.0 0.0
771.15 0.0 0.0 0.0 0.0 0.0 0.0
771.15 0.01 2.2808033901849184E-6 0.0017588415343410997 7.7115 2.8447156556833754E-6 0.002193702477880235
771.24 0.01 2.2808033901849184E-6 0.0017590468066462164 7.712400000000001 2.8450476590666493E-6 0.0021942145565785626
771.29 0.01 2.2808033901849184E-6 0.0017591608468157257 7.712899999999999 2.84523210539069E-6 0.002194499070566785
771.35 0.01 2.2808033901849184E-6 0.0017592976950191368 7.713500000000001 2.8454534409795396E-6 0.002194840511699568
771.38 0.0 0.0 0.0 0.0 0.0 0.0
771.42 0.01 2.2808033901849184E-6 0.0017594573512564496 7.7142 2.8457116658331967E-6 0.0021952388932570443
771.5 0.01 2.2808033901849184E-6 0.0017596398155276646 7.715 2.846006779951662E-6 0.002195694230732707
771.55 0.14 3.1931247462588855E-5 0.02463655397976043 108.01700000000001 3.984667716785984E-5 0.03074370376886226
771.56 0.01 2.2808033901849184E-6 0.0017597766637310755 7.715599999999999 2.8462281155405108E-6 0.0021960357648264364
771.57 0.04 9.123213560739673E-6 0.00703919788705991 30.862800000000004 1.138506001922128E-5 0.008784370759030564
771.72 0.01 2.2808033901849184E-6 0.0017601415922735052 7.7172 2.846818343777442E-6 0.002196946652259928
771.73 0.01 2.2808033901849184E-6 0.001760164400307407 7.717300000000001 2.8468552330422504E-6 0.002197003588995696
771.75 0.01 2.2808033901849184E-6 0.0017602100163752108 7.7175 2.8469290115718668E-6 0.002197117464680588
771.95 0.0 0.0 0.0 0.0 0.0 0.0
772.01 0.01 2.2808033901849184E-6 0.0017608030252566588 7.7201 2.84788813245688E-6 0.0021985981171380358
772.03 0.0 0.0 0.0 0.0 0.0 0.0
772.06 0.01 2.2808033901849184E-6 0.001760917065426168 7.720599999999999 2.84807257878092E-6 0.002198882915173597
772.19 0.0 0.0 0.0 0.0 0.0 0.0
772.29 0.0 0.0 0.0 0.0 0.0 0.0
772.33 0.01 2.2808033901849184E-6 0.001761532882341518 7.723300000000001 2.8490685889307418E-6 0.00220042114328888
772.35 0.0 0.0 0.0 0.0 0.0 0.0
772.36 0.0 0.0 0.0 0.0 0.0 0.0
772.38 0.01 2.2808033901849184E-6 0.0017616469225110272 7.7238 2.8492530352547824E-6 0.002200706059370089
772.43 0.0 0.0 0.0 0.0 0.0 0.0
772.45 0.01 2.2808033901849184E-6 0.0017618065787483404 7.724500000000001 2.84951126010844E-6 0.0022011049728707646
772.47 0.01 2.2808033901849184E-6 0.0017618521948161439 7.7247 2.8495850386380563E-6 0.0022012189547967395
772.48 0.0 0.0 0.0 0.0 0.0 0.0
772.54 0.02 4.561606780369837E-6 0.0035240237021069137 15.4508 5.699686526983427E-6 0.004403235829555777
772.55 0.04 9.123213560739673E-6 0.007048138636349434 30.901999999999997 1.1399520611026086E-5 0.008806699648048203
772.58 0.01 2.2808033901849184E-6 0.0017621030831890643 7.7258000000000004 2.849990820550946E-6 0.00220184590814125
772.61 0.0 0.0 0.0 0.0 0.0 0.0
772.62 0.0 0.0 0.0 0.0 0.0 0.0
772.74 0.01 2.2808033901849184E-6 0.001762468011731494 7.7274 2.850581048787877E-6 0.002202757999640344
772.84 0.01 2.2808033901849184E-6 0.0017626960920705125 7.728400000000001 2.8509499414359593E-6 0.002203328152739367
772.9 0.01 2.2808033901849184E-6 0.0017628329402739234 7.729 2.851171277024808E-6 0.002203670280012474
772.95 0.01 2.2808033901849184E-6 0.0017629469804434326 7.729500000000001 2.8513557233488496E-6 0.0022039554063624936
773.27 0.0 0.0 0.0 0.0 0.0 0.0
773.28 0.01 2.2808033901849184E-6 0.0017636996455621936 7.7328 2.8525730690875193E-6 0.002205837702863997
773.36 0.01 2.2808033901849184E-6 0.0017638821098334085 7.7336 2.852868183205985E-6 0.0022062941381641808
773.39 0.01 2.2808033901849184E-6 0.001763950533935114 7.7339 2.8529788510004096E-6 0.002206465313575207
773.41 0.01 2.2808033901849184E-6 0.0017639961500029177 7.7341 2.8530526295300256E-6 0.0022065794342048172
773.43 0.0 0.0 0.0 0.0 0.0 0.0
773.49 0.04 9.123213560739673E-6 0.00705671445709653 30.939600000000002 1.1413390974593965E-5 0.008828143784938687
773.53 0.93 2.121147152871974E-4 0.1640770957161058 719.3829000000001 2.6537506296581836E-4 0.20527557245594946
773.54 0.01 2.2808033901849184E-6 0.0017642926544436416 7.735399999999999 2.853532189972532E-6 0.0022073212902313523
773.55 0.02 4.561606780369837E-6 0.003528630924955087 15.471 5.707138158474681E-6 0.004414756722488089
773.56 11.38 0.002595554258030437 2.007816951842025 8803.1128 0.003247403592155445 2.512061522747766
773.57 0.06 1.3684820341109508E-5 0.010586166471272083 46.4142 1.712185714660174E-5 0.013244955032896709
773.59 0.01 2.2808033901849184E-6 0.0017644066946131511 7.735900000000001 2.8537166362965734E-6 0.0022076066526726663
773.66 0.0 0.0 0.0 0.0 0.0 0.0
773.69 0.0 0.0 0.0 0.0 0.0 0.0
773.7 0.0 0.0 0.0 0.0 0.0 0.0
773.72 0.01 2.2808033901849184E-6 0.001764703199053875 7.7372000000000005 2.8541961967390798E-6 0.002208348681340961
773.76 0.01 2.2808033901849184E-6 0.0017647944311894824 7.7376000000000005 2.8543437537983126E-6 0.0022085770229389825
773.78 0.01 2.2808033901849184E-6 0.0017648400472572861 7.7378 2.8544175323279286E-6 0.0022086911981647043
773.79 0.0 0.0 0.0 0.0 0.0 0.0
773.8 0.01 2.2808033901849184E-6 0.0017648856633250896 7.7379999999999995 2.854491310857545E-6 0.002208805376341568
773.84 0.01 2.2808033901849184E-6 0.0017649768954606973 7.7384 2.854638867916778E-6 0.0022090337415487196
773.9 0.0 0.0 0.0 0.0 0.0 0.0
773.93 0.0 0.0 0.0 0.0 0.0 0.0
773.96 0.0 0.0 0.0 0.0 0.0 0.0
773.97 0.01 2.2808033901849184E-6 0.0017652733999014214 7.7397 2.855118428359284E-6 0.0022097760099972353
774.0 0.0 0.0 0.0 0.0 0.0 0.0
774.01 0.01 2.2808033901849184E-6 0.0017653646320370286 7.7401 2.855265985418517E-6 0.0022100044253737863
774.02 0.0 0.0 0.0 0.0 0.0 0.0
774.25 0.01 2.2808033901849184E-6 0.001765912024850673 7.742500000000001 2.8561513277739137E-6 0.0022113751655289528
774.39 0.02 4.561606780369837E-6 0.0035324626746505976 15.4878 5.7133355549624564E-6 0.004424349920407376
774.41 0.0 0.0 0.0 0.0 0.0 0.0
774.47 0.0 0.0 0.0 0.0 0.0 0.0
774.49 0.07 1.5965623731294428E-5 0.012365215923650221 54.21430000000001 1.9999256690905174E-5 0.01548922431453915
774.49 0.0 0.0 0.0 0.0 0.0 0.0
774.51 0.01 2.2808033901849184E-6 0.001766505033732121 7.7451 2.8571104486589263E-6 0.002212860613590825
774.52 1.45 3.307164915768131E-4 0.25614653705607326 1123.0539999999999 4.142863639989415E-4 0.32087307464446013
774.53 0.26 5.930088814480787E-5 0.04593031689479804 201.3778 7.428678990690211E-5 0.057537347386592885
774.54 0.01 2.2808033901849184E-6 0.0017665734578338266 7.7454 2.857221116453351E-6 0.002213032043537778
774.56 6.99 0.0015942815697392579 1.2348667326572396 5414.1744 0.001997249131593094 1.5469892873667468
774.57 4.18 9.533758170972958E-4 0.7384563066490524 3237.7026 0.0011943646858155702 0.9251190546921663
774.59 0.0 0.0 0.0 0.0 0.0 0.0
774.59 0.44 1.003553491681364E-4 0.07773424991214678 340.81960000000004 1.2572584476220526E-4 0.09738598209435657
774.61 0.01 2.2808033901849184E-6 0.0017667331140711396 7.7461 2.8574793413070084E-6 0.0022134320725698217
774.64 0.01 2.2808033901849184E-6 0.0017668015381728452 7.7464 2.857590009101433E-6 0.002213603524650334
774.74 0.0 0.0 0.0 0.0 0.0 0.0
774.78 0.0 0.0 0.0 0.0 0.0 0.0
774.89 0.01 2.2808033901849184E-6 0.0017673717390203913 7.7489 2.8585122407216375E-6 0.00221503255021279
774.9 0.0 0.0 0.0 0.0 0.0 0.0
775.03 0.0 0.0 0.0 0.0 0.0 0.0
775.06 0.0 0.0 0.0 0.0 0.0 0.0
775.22 0.01 2.2808033901849184E-6 0.0017681244041391525 7.7522 2.8597295864603076E-6 0.0022169195700157598
775.26 0.01 2.2808033901849184E-6 0.0017682156362747597 7.7526 2.8598771435195405E-6 0.002217148354284959
775.35 0.02 4.561606780369837E-6 0.003536841817159753 15.507000000000001 5.720418293805629E-6 0.004435326324102195
775.37 0.01 2.2808033901849184E-6 0.0017684665246476801 7.7537 2.860282925432431E-6 0.002217777571892544
775.4 0.01 2.2808033901849184E-6 0.0017685349487493857 7.754 2.860393593226855E-6 0.0022179491921881034
775.42 0.01 2.2808033901849184E-6 0.0017685805648171894 7.7542 2.8604673717564714E-6 0.002218063609407403
775.44 0.01 2.2808033901849184E-6 0.0017686261808849933 7.7544 2.860541150286088E-6 0.002218178029577844
775.48 0.05 1.1404016950924591E-5 0.008843587065103003 38.774 1.4303443536726603E-5 0.011092034393860747
775.52 0.46 1.0491695594850624E-4 0.08136519767718556 356.7392 1.3159846816260945E-4 0.10205724402946688
775.53 0.05 1.1404016950924591E-5 0.008844157265950548 38.7765 1.4304365768346808E-5 0.011093464784325999
775.56 2.64 6.021320950088184E-4 0.4669895676050392 2047.4784 7.552997288664395E-4 0.5857802577196558
775.57 0.78 1.7790266443442362E-4 0.13797596945540594 604.9446 2.2315961543683036E-4 0.17307590294434252
775.6 0.1 2.2808033901849182E-5 0.017689911094274226 77.56 2.8611313785230188E-5 0.022190934971824533
775.66 0.0 0.0 0.0 0.0 0.0 0.0
775.68 0.01 2.2808033901849184E-6 0.0017691735736986374 7.756799999999999 2.861426492641484E-6 0.002219551301812146
775.69 0.0 0.0 0.0 0.0 0.0 0.0
775.78 0.01 2.2808033901849184E-6 0.001769401654037656 7.7578 2.861795385289566E-6 0.0022201236239999395
775.8 0.01 2.2808033901849184E-6 0.0017694472701054596 7.758 2.8618691638191826E-6 0.0022202380972909217
775.82 0.01 2.2808033901849184E-6 0.0017694928861732636 7.7582 2.861942942348799E-6 0.0022203525735330454
775.83 0.01 2.2808033901849184E-6 0.0017695156942071652 7.7583 2.8619798316136073E-6 0.002220409812760785
775.89 0.0 0.0 0.0 0.0 0.0 0.0
775.98 0.0 0.0 0.0 0.0 0.0 0.0
776.23 0.01 2.2808033901849184E-6 0.0017704280155632392 7.762300000000001 2.863455402205935E-6 0.002222699986854313
776.34 0.01 2.2808033901849184E-6 0.0017706789039361596 7.763400000000001 2.8638611841188248E-6 0.0022233299916788085
776.35 0.0 0.0 0.0 0.0 0.0 0.0
776.4 0.0 0.0 0.0 0.0 0.0 0.0
776.45 0.01 2.2808033901849184E-6 0.00177092979230908 7.764500000000001 2.864266966031715E-6 0.0022239600857753253
776.48 0.01 2.2808033901849184E-6 0.0017709982164107855 7.7648 2.8643776338261393E-6 0.002224131945113321
776.49 0.01 2.2808033901849184E-6 0.0017710210244446874 7.7649 2.8644145230909475E-6 0.0022241892330348897
776.53 0.06 1.3684820341109508E-5 0.010626673539481766 46.5918 1.718737248090108E-5 0.013346510352594114
776.54 0.02 4.561606780369837E-6 0.003542270129228393 15.5308 5.729197938829976E-6 0.00444895136741903
776.56 0.45 1.0263615255832132E-4 0.07970313063069 349.452 1.2891027365750723E-4 0.10010656211147381
776.57 0.1 2.2808033901849182E-5 0.01771203488715902 77.65700000000001 2.8647096372094135E-5 0.022246475629677142
776.61 0.01 2.2808033901849184E-6 0.0017712947208515094 7.766100000000001 2.864857194268646E-6 0.002224876745640973
776.73 0.0 0.0 0.0 0.0 0.0 0.0
776.87 0.01 2.2808033901849184E-6 0.0017718877297329576 7.7687 2.8658163151536587E-6 0.0022263667207534227
776.96 0.0 0.0 0.0 0.0 0.0 0.0
777.0 0.0 0.0 0.0 0.0 0.0 0.0
777.02 0.0 0.0 0.0 0.0 0.0 0.0
777.04 0.0 0.0 0.0 0.0 0.0 0.0
777.06 0.01 2.2808033901849184E-6 0.0017723210823770924 7.7706 2.8665172111850143E-6 0.002227455864123427
777.13 0.01 2.2808033901849184E-6 0.0017724807386144056 7.7713 2.8667754360386714E-6 0.0022278571946087325
777.18 0.01 2.2808033901849184E-6 0.0017725947787839147 7.7718 2.8669598823627124E-6 0.0022281438813746527
777.24 0.0 0.0 0.0 0.0 0.0 0.0
777.31 0.0 0.0 0.0 0.0 0.0 0.0
777.32 0.02 4.561606780369837E-6 0.0035458281825170817 15.546400000000002 5.734952664140055E-6 0.004457893404889348
777.42 0.01 2.2808033901849184E-6 0.0017731421715975592 7.7741999999999996 2.8678452247181086E-6 0.0022295202346003518
777.48 0.01 2.2808033901849184E-6 0.0017732790198009703 7.7748 2.868066560306958E-6 0.0022298643893074537
777.5 0.16 3.6492854242958694E-5 0.028373194173900385 124.4 4.5890245421385196E-5 0.03567966581512699
777.52 0.0 0.0 0.0 0.0 0.0 0.0
777.54 0.0 0.0 0.0 0.0 0.0 0.0
777.57 0.03 6.842410170554754E-6 0.005320452876318261 23.3271 8.605195691070695E-6 0.006691142013505841
777.58 0.01 2.2808033901849184E-6 0.0017735071001399889 7.7758 2.86843545295504E-6 0.0022304380395087803
777.59 0.04 9.123213560739673E-6 0.007094119632695563 31.103600000000004 1.1473889368879395E-5 0.008921981634346928
777.6 0.01 2.2808033901849184E-6 0.0017735527162077926 7.776000000000001 2.8685092314846564E-6 0.002230552778402469
777.64 0.01 2.2808033901849184E-6 0.0017736439483433998 7.7764 2.868656788543889E-6 0.0022307822650432696
777.73 0.0 0.0 0.0 0.0 0.0 0.0
777.75 0.01 2.2808033901849184E-6 0.0017738948367163202 7.7775 2.869062570456779E-6 0.00223141341417276
777.84 0.01 2.2808033901849184E-6 0.0017741001090214369 7.7784 2.869394573840053E-6 0.002231929875315747
777.88 0.01 2.2808033901849184E-6 0.0017741913411570443 7.7788 2.8695421308992855E-6 0.0022321594327839363
777.92 0.0 0.0 0.0 0.0 0.0 0.0
777.95 0.01 2.2808033901849184E-6 0.0017743509973943573 7.7795000000000005 2.869800355752943E-6 0.002232561186758002
778.02 0.0 0.0 0.0 0.0 0.0 0.0
778.12 0.01 2.2808033901849184E-6 0.0017747387339706886 7.7812 2.870427473254682E-6 0.0022335370254889333
778.17 0.0 0.0 0.0 0.0 0.0 0.0
778.24 0.01 2.2808033901849184E-6 0.0017750124303775108 7.7824 2.8708701444323803E-6 0.0022342259812030557
778.35 0.0 0.0 0.0 0.0 0.0 0.0
778.37 0.0 0.0 0.0 0.0 0.0 0.0
778.39 0.01 2.2808033901849184E-6 0.0017753545508860386 7.7839 2.871423483404503E-6 0.0022350873252472312
778.42 0.0 0.0 0.0 0.0 0.0 0.0
778.47 0.0 0.0 0.0 0.0 0.0 0.0
778.48 0.01 2.2808033901849184E-6 0.0017755598231911553 7.784800000000001 2.871755486787777E-6 0.0022356042113545484
778.5 0.03 6.842410170554754E-6 0.005326816317776876 23.355 8.61548779595218E-6 0.006707157249148772
778.52 0.01 2.2808033901849184E-6 0.0017756510553267625 7.7852 2.8719030438470093E-6 0.002235833957695774
778.53 0.06 1.3684820341109508E-5 0.010654043180163985 46.7118 1.7231639598670906E-5 0.01341534837675326
778.59 0.01 2.2808033901849184E-6 0.0017758107115640757 7.785900000000001 2.8721612687006672E-6 0.0022362360421976524
778.64 0.0 0.0 0.0 0.0 0.0 0.0
778.69 0.0 0.0 0.0 0.0 0.0 0.0
778.77 0.01 2.2808033901849184E-6 0.001776221256174309 7.7877 2.872825275467214E-6 0.0022372701397756025
778.8 0.01 2.2808033901849184E-6 0.0017762896802760142 7.787999999999999 2.8729359432616384E-6 0.0022374425126121637
778.88 0.01 2.2808033901849184E-6 0.0017764721445472293 7.7888 2.8732310573801045E-6 0.002237902205972216
778.95 0.01 2.2808033901849184E-6 0.0017766318007845423 7.7895 2.8734892822337616E-6 0.0022383044763959886
779.0 0.01 2.2808033901849184E-6 0.0017767458409540513 7.79 2.8736737285578026E-6 0.002238591834546528
779.01 0.0 0.0 0.0 0.0 0.0 0.0
779.03 0.01 2.2808033901849184E-6 0.001776814265055757 7.7903 2.8737843963522273E-6 0.0022387642582902757
779.04 0.03 6.842410170554754E-6 0.005330511219268976 23.371199999999998 8.621463856851105E-6 0.006716465203041285
779.06 0.0 0.0 0.0 0.0 0.0 0.0
779.15 0.0 0.0 0.0 0.0 0.0 0.0
779.43 0.0 0.0 0.0 0.0 0.0 0.0
779.44 0.13 2.9650444072403936E-5 0.023110742127794525 101.3272 3.737885913072172E-5 0.02913457796084974
779.45 0.0 0.0 0.0 0.0 0.0 0.0
779.47 0.0 0.0 0.0 0.0 0.0 0.0
779.48 3.03 6.910834272260302E-4 0.538685709854146 2361.8244 8.712596572203844E-4 0.6791294776101453
779.5 0.01 2.2808033901849184E-6 0.0017778862426491438 7.795 2.875518191798212E-6 0.0022414664305067064
779.51 11.71 0.0026708207699065395 2.0819314983498467 9128.062100000001 0.003367274999924797 2.6248245351913786
779.52 0.03 6.842410170554754E-6 0.005333795576150842 23.3856 8.626775910983484E-6 0.006724744358129846
779.54 0.02 4.561606780369837E-6 0.0035559549495695025 15.5908 5.7513314977148896E-6 0.004483392955728665
779.59 0.01 2.2808033901849184E-6 0.0017780915149542605 7.7959000000000005 2.875850195181486E-6 0.0022419840536615347
779.69 0.0 0.0 0.0 0.0 0.0 0.0
779.79 0.0 0.0 0.0 0.0 0.0 0.0
779.88 0.0 0.0 0.0 0.0 0.0 0.0
